PUMA,HHINCOME,DENSITY,PROPTX99,RENT,farm,ownership,acreage,se.HHINCOME,se.DENSITY,se.PROPTX99,se.RENT,se.farm,se.ownership,se.acreage,AGE,sex,race,hisp,hs,ba,employed,se.AGE,se.sex,se.race,se.hisp,se.hs,se.ba,se.employed,treated,PScores,distance,weights,subclass
2508,80684.9845,2123.6,39.11418702,88.41102125,0.002633397,0.879302637,0.004819767,2192.696146,0,0.736601026,9.160291931,0.001316414,0.011040015,0.002466996,42.71517101,0.532663947,0.628333856,0.178224035,0.865688735,0.325384374,0.951443364,0.500744321,0.023582194,0.023520867,0.020217654,0.018081932,0.021696674,0.010125448,0,0.206449831,0.206449831,4.6,4
2509,118244.9987,1890.9,47.23562723,66.8470214,0.001955438,0.926207647,0.003366701,2480.158734,0,0.637086658,8.311467495,0.000913351,0.008074657,0.001192287,43.49722992,0.556298533,0.899402843,0.134190091,0.939217111,0.409802007,0.960231143,0.423965231,0.019533882,0.011645199,0.016439276,0.010069486,0.019152096,0.008146264,0,0.022308374,0.022308374,0.076033058,7
2510,66028.09298,3862.1,29.52289022,126.430239,0,0.82289852,0,1659.72318,0,0.731224259,13.63908286,0,0.016578778,0,43.52025246,0.543110428,0.798534266,0.156891648,0.899080283,0.212053896,0.942990014,0.590617068,0.02673018,0.024091527,0.022081051,0.017046572,0.021077994,0.01228256,0,0.015802943,0.015802943,0.076033058,7
2511,77803.5536,226.7,31.24939934,74.96937072,0.021211232,0.865001926,0.071272674,2068.283279,0,0.726139569,8.037391524,0.004001943,0.012550164,0.007675583,44.72407754,0.557795645,0.955797476,0.067965609,0.903037058,0.237809975,0.954065995,0.601014062,0.024487696,0.010290297,0.014965097,0.017313514,0.018750388,0.013918367,0,9.97E-07,9.97E-07,0.076033058,7
2600,71156.20141,450.9,27.60229005,79.48793987,0.021406355,0.858213393,0.079320912,2047.6456,0,0.58973837,6.833269646,0.003974978,0.010847139,0.008693563,42.44095716,0.570446903,0.896145036,0.134282048,0.891141544,0.208359732,0.940949039,0.550279202,0.023677226,0.01553936,0.019980276,0.014882887,0.020486982,0.013064412,0,2.87E-07,2.87E-07,0.076033058,7
2700,63003.27144,86.6,19.12241942,71.42549554,0.070000317,0.79899943,0.184123868,1715.835665,0,0.506832258,6.930479561,0.00755684,0.01285896,0.011591777,45.87881525,0.545574568,0.915347868,0.101728481,0.872630939,0.23595935,0.955771736,0.58343497,0.023277992,0.015646747,0.015331107,0.016197319,0.01890613,0.011192326,0,2.59E-12,2.59E-12,0.076033058,7
2800,52590.83901,58.2,12.72990527,83.49498824,0.032687703,0.718483121,0.09670686,1724.367365,0,0.467370964,6.525203674,0.004323688,0.01829178,0.008223771,46.11943537,0.552460284,0.796593261,0.213607003,0.832580991,0.184876674,0.947103275,0.68520495,0.025835604,0.022791555,0.0235938,0.021346546,0.018562892,0.014906116,0,1.59E-09,1.59E-09,0.076033058,7
2900,58691.78838,1000.9,19.20537285,103.6148961,0.003180377,0.76605345,0.012751324,1609.623414,0,0.655496151,9.213573077,0.001590243,0.016771876,0.003068327,43.19718897,0.521549243,0.735393961,0.179580331,0.83616223,0.239552935,0.956782403,0.61448986,0.02643005,0.026371314,0.023965067,0.023010648,0.020502875,0.011899187,0,0.015150151,0.015150151,0.076033058,7
3000,57809.46943,744.5,19.3336879,96.44126242,0.008790181,0.813255406,0.029468147,1886.670604,0,0.690101222,9.580519792,0.00320105,0.016244454,0.004971553,44.10664722,0.53492967,0.822764266,0.319918145,0.81504916,0.268029355,0.950486898,0.651007159,0.029255051,0.024194516,0.030108773,0.026741992,0.024509853,0.010990855,0,0.000908974,0.000908974,0.076033058,7
3100,53581.54548,45.9,11.71650776,68.61911771,0.047970034,0.740102816,0.12721341,1853.689713,0,0.409179525,7.026958249,0.006096894,0.016399265,0.01094428,46.16716053,0.552661676,0.848019339,0.306950509,0.819920981,0.217638802,0.965819297,0.686203514,0.028053588,0.021579213,0.027263365,0.021631043,0.023727183,0.011133682,0,2.51E-10,2.51E-10,0.076033058,7
3200,83672.6521,1195.2,25.98061972,44.99883129,0,0.864754723,0.009359851,3458.546016,0,0.707904703,4.914009716,0,0.012422221,0.004084089,45.02012978,0.535728475,0.830580623,0.290633218,0.852034735,0.290576461,0.969767486,0.599193799,0.025719597,0.018661886,0.025322481,0.019351389,0.021691136,0.009660023,0,0.008495206,0.008495206,0.076033058,7
3300,55322.83962,1334.7,14.80406287,62.63448276,0.006023927,0.859404175,0.023908046,1446.600685,0,0.41372379,7.343944183,0.002294839,0.013417452,0.005802465,44.0002407,0.545903119,0.828282018,0.461799218,0.715414703,0.136836827,0.957075519,0.61372476,0.027044468,0.018826866,0.02763091,0.026605162,0.016848372,0.010302056,0,0.084393083,0.084393083,0.076033058,7
3400,54933.70218,47.5,12.06701865,52.88480371,0.015817934,0.805692753,0.050093673,2171.426349,0,0.469828198,6.19154286,0.003231219,0.015721552,0.006211382,45.13516946,0.555718599,0.791319807,0.523464176,0.732229026,0.149053249,0.955103423,0.724729093,0.029545495,0.023384937,0.029601064,0.025891859,0.017847224,0.015151495,0,2.64E-05,2.64E-05,0.076033058,7
3501,90158.5407,2243.5,39.70074618,110.611869,0.002075318,0.845505421,0.002098636,3055.624724,0,0.893783744,11.94183728,0.001467012,0.014635676,0.001212048,45.23389104,0.531911855,0.802081208,0.586186493,0.917322995,0.463823709,0.953784942,0.598865128,0.025214603,0.02002939,0.024115342,0.015467606,0.024873611,0.011867837,0,2.81E-06,2.81E-06,0.076033058,7
3502,40636.10775,5199,18.52026872,128.6176403,0,0.642698356,0,1950.015888,0,0.822233669,9.594713381,0,0.021765435,0,44.34642491,0.530069235,0.78658139,0.864106306,0.729640784,0.239280946,0.960135366,0.764279174,0.031954253,0.02477875,0.020442435,0.028095172,0.027459515,0.01091255,0,7.89E-08,7.89E-08,0.076033058,7
3503,39653.20867,4568.4,17.95892579,156.3604657,0.004748618,0.659145785,0,1283.240104,0,0.673640494,11.6326993,0.001940523,0.021911319,0,43.96567976,0.521963746,0.638277946,0.681480363,0.789969789,0.17244713,0.924592145,0.774221896,0.031764821,0.031226584,0.028241385,0.026697536,0.02242194,0.015929121,0,1.11E-06,1.11E-06,0.076033058,7
3504,46305.3177,1705.9,24.19374897,106.7718446,0.003823436,0.826659011,0.003026702,979.850028,0,0.463639293,8.038551452,0.001572013,0.010500964,0.000892022,41.96904066,0.601610912,0.799735996,0.807106103,0.764621045,0.172946943,0.927337839,0.449157099,0.020333369,0.014660849,0.017042314,0.017664418,0.014861778,0.011965056,0,6.91E-05,6.91E-05,0.076033058,7
3505,48801.6208,4742.2,24.06371275,109.1548415,0.001129659,0.815570174,0.002537387,1503.613391,0,0.565604906,9.980527052,0.00079903,0.014489212,0.001285633,43.95415834,0.537695327,0.770291787,0.86560394,0.784862623,0.205713545,0.938846923,0.561198144,0.025376355,0.019197462,0.016664267,0.021714527,0.019514125,0.011773832,0,5.06E-06,5.06E-06,0.076033058,7
3600,60487.20466,79.4,21.18931571,69.90385471,0.078763465,0.819668239,0.176689219,1672.684515,0,0.563513085,8.223507183,0.008019705,0.013049901,0.0127271,45.48835242,0.549559006,0.919963029,0.120470603,0.872526749,0.21549982,0.962997196,0.653651565,0.024613959,0.012461523,0.015448476,0.01591597,0.018948262,0.01210334,0,3.90E-10,3.90E-10,0.076033058,7
3701,72800.41722,489.5,23.40741009,98.68633991,0.02779389,0.80808923,0.089218387,2516.810197,0,0.621679372,9.871212239,0.005066964,0.015208976,0.009660398,43.39890072,0.544417726,0.772037101,0.134615825,0.893828009,0.26517806,0.978632772,0.682457246,0.02762585,0.025019172,0.019232386,0.018793119,0.023915012,0.00621688,0,7.82E-07,7.82E-07,0.076033058,7
3702,70096.65771,2513.1,24.1109767,193.3379565,0,0.730285524,0.011356289,2762.516647,0,0.74253653,13.66856343,0,0.017332459,0.003850259,40.27353791,0.538101757,0.577135143,0.192257966,0.936991406,0.234922808,0.934120465,0.566302421,0.027250724,0.026900319,0.023634661,0.013364654,0.022912099,0.012933843,0,0.000294609,0.000294609,0.076033058,7
3703,62845.25901,681.7,16.39209213,206.5937764,0.00877235,0.621816036,0.037449958,2185.949221,0,0.805943301,18.31332604,0.002255047,0.023600533,0.00588149,41.17307514,0.535372908,0.809663749,0.109846259,0.969715718,0.252575247,0.962755591,0.682911649,0.035301453,0.026381003,0.020048398,0.010855054,0.032288974,0.014722326,0,1.51E-07,1.51E-07,0.076033058,7
3801,45190.64315,2840,14.95303102,122.0666963,0,0.719012565,0.005172862,1386.436133,0,0.566007879,11.66733256,0,0.020790106,0.00260062,42.21811602,0.523905858,0.704980625,0.322515386,0.742420789,0.152439024,0.924863232,0.797133609,0.03253917,0.029357322,0.031213933,0.028843457,0.022244889,0.019162018,0,0.009092607,0.009092607,0.076033058,7
3802,65358.60536,256.5,25.75690824,81.47509425,0.013124649,0.81944333,0.078517286,1910.839265,0,0.639003307,6.517821254,0.0029156,0.013785817,0.007453954,45.19685426,0.549581746,0.903507049,0.090150414,0.895436516,0.267859247,0.970840042,0.54834231,0.024388795,0.01534821,0.017005263,0.01844797,0.020455752,0.009476419,0,1.48E-08,1.48E-08,0.076033058,7
3900,60168.95542,47.6,19.61411302,53.7590824,0.08957864,0.822349843,0.184416347,1621.433718,0,0.574847889,5.401255143,0.008657127,0.013547709,0.01262665,44.17807903,0.509750342,0.786184502,0.168426282,0.801568572,0.186081587,0.957715989,0.613431829,0.026329514,0.02175215,0.022185056,0.022869641,0.019390519,0.010512834,0,3.84E-08,3.84E-08,0.076033058,7
4000,67290.33385,1703.5,26.35627654,175.6457321,0.022324674,0.747207025,0.035304358,1973.742266,0,0.787305592,16.65085592,0.006266853,0.017232314,0.007206347,42.53627306,0.577378171,0.71028282,0.220180571,0.874254631,0.388825542,0.95562368,0.646393092,0.025456565,0.025709772,0.0230718,0.019378962,0.024789775,0.011568026,0,0.003337544,0.003337544,0.076033058,7
4100,48841.81094,104.6,14.21989944,83.50320485,0.018163241,0.778821558,0.078945047,1347.855241,0,0.512393078,8.825770456,0.002956726,0.015997672,0.00712573,43.76225365,0.530546563,0.77251472,0.108479582,0.82908313,0.159633479,0.912951288,0.630197614,0.028809892,0.029446193,0.01858587,0.021194922,0.018735207,0.018934832,0,9.61E-08,9.61E-08,0.076033058,7
4200,59615.52741,211.5,17.21064401,55.01054178,0.005270892,0.859666496,0.028846154,1486.015969,0,0.478510917,6.4949157,0.001867999,0.012016877,0.006028647,42.49912031,0.544846099,0.902707997,0.031904667,0.89895344,0.160956233,0.93952805,0.628080768,0.025455731,0.016979803,0.007980405,0.015958381,0.018863405,0.015257523,0,0.006757495,0.006757495,0.076033058,7
4300,80591.63289,1961.6,23.57414354,100.1396916,0,0.751810921,0.004866673,3940.375592,0,0.842276517,8.306802996,0,0.017047106,0.002429544,43.10461641,0.510626737,0.518359073,0.10221312,0.885206161,0.245428518,0.935236463,0.640669605,0.028131316,0.028226578,0.016096346,0.018267894,0.02312349,0.012960411,0,0.006161327,0.006161327,0.076033058,7
4400,59107.30174,1193.8,18.64640217,61.8798913,0,0.836206522,0.016119565,1613.035068,0,0.608451072,7.028717875,0,0.014888836,0.003629376,44.11297493,0.594504789,0.644392502,0.147600715,0.832943765,0.161716852,0.935262844,0.63664113,0.026470165,0.026974048,0.020292232,0.021884866,0.017815881,0.016223689,0,0.018566182,0.018566182,0.076033058,7
4501,110664.9293,1586.7,42.19864995,86.45000648,0.002453979,0.872601793,0.007261187,2897.151779,0,0.796743003,9.240568092,0.001097987,0.012269231,0.002730693,42.93797437,0.578296255,0.809990986,0.159884518,0.895112934,0.388339495,0.969444408,0.594822387,0.024165167,0.022157406,0.019040446,0.017869795,0.022275045,0.010795608,0,0.034486928,0.034486928,0.076033058,7
4502,65303.50894,240.6,22.94998913,76.34328115,0.007659274,0.831235051,0.029452055,1625.196339,0,0.562556458,7.502864445,0.001952962,0.012071123,0.00420818,42.51650644,0.572962905,0.844582989,0.129765118,0.822912717,0.142423769,0.941714439,0.466544015,0.020955776,0.016158077,0.014825758,0.016474427,0.013434462,0.011035907,0,0.0060911,0.0060911,0.076033058,7
4503,76593.80597,269.2,29.57054553,66.68327351,0.017948264,0.863754165,0.049611255,2029.737161,0,0.734929095,7.510899518,0.003515717,0.012191048,0.008125253,44.02823427,0.57099732,0.866076906,0.164255965,0.855357892,0.232977109,0.946404933,0.560131181,0.025062289,0.018227299,0.020514443,0.02008312,0.019868704,0.012153437,0,0.000136291,0.000136291,0.076033058,7
4601,48078.35933,5409.6,12.53451466,149.7372848,0.001766388,0.661119834,0,1404.051417,0,0.565618351,10.41077197,0.001249556,0.01993047,0,42.55647953,0.653177177,0.483684176,0.712127479,0.549404619,0.115375405,0.905022095,0.683041753,0.027597901,0.030263283,0.027783208,0.030091591,0.017065531,0.018833386,0,0.020971023,0.020971023,0.076033058,7
4602,40037.74884,4448.3,13.76023449,137.8174997,0,0.694978538,0,1062.496178,0,0.48460075,8.93165424,0,0.016195421,0,42.17680617,0.581282933,0.324260767,0.564168445,0.608522406,0.072703915,0.9217219,0.623297917,0.027702241,0.026952829,0.02817347,0.028508679,0.015618012,0.01605152,0,0.233828338,0.233828338,3.066666667,10
4603,98877.54482,5142.1,33.88030303,183.8936237,0,0.743623737,0,4588.682105,0,1.288792588,18.85360784,0,0.02144581,0,43.24568723,0.579523389,0.79403033,0.357072936,0.813993421,0.460643505,0.953173393,0.636162197,0.026641184,0.023001029,0.028083648,0.024094914,0.027140525,0.014131948,0,0.004420688,0.004420688,0.076033058,7
4604,194635.0655,9478.1,52.2541944,137.2718071,0,0.852645697,0,8214.118242,0,1.61500952,26.81622,0,0.024140883,0,41.4366542,0.625921444,0.689941138,0.29776378,0.852816591,0.502351744,0.958232479,0.587181859,0.023653535,0.02376425,0.024486365,0.019179786,0.024883109,0.010430348,0,0.245717036,0.245717036,3.066666667,10
4605,111240.0651,5298.7,35.88050881,125.2496404,0,0.849869158,0,6687.390303,0,1.149355787,16.23959385,0,0.017561438,0,42.79482005,0.604404553,0.766123179,0.506169561,0.690937738,0.245879583,0.956326234,0.688279606,0.028618715,0.025252084,0.02982654,0.030140768,0.021756518,0.009554429,0,0.640041924,0.640041924,9.2,3
4606,60865.2795,4520.8,23.36686978,124.0666318,0.004012421,0.756533524,0.003137372,2410.829693,0,0.715970042,10.62758361,0.002004935,0.017002513,0.00221574,42.61541427,0.555327827,0.496945961,0.458389984,0.704032144,0.216400495,0.917327868,0.594929631,0.027595441,0.027989338,0.028379891,0.026252797,0.021855574,0.016046359,0,0.073717507,0.073717507,0.076033058,7
4607,103088.8965,5396.6,32.65531854,178.1946399,0,0.728508379,0.004093642,4769.588626,0,1.336089257,17.75234946,0,0.021750645,0.002110006,41.73937822,0.534013811,0.484229412,0.173506619,0.909929741,0.579923409,0.951361457,0.54573316,0.023474565,0.023526929,0.020168392,0.014478796,0.023630907,0.010901037,0,0.012042111,0.012042111,0.076033058,7
4608,57279.88595,3145.7,19.05136401,167.2380667,0,0.729728164,0.006991454,1834.831349,0,0.685082805,12.79607656,0,0.017336867,0.002495928,43.14713681,0.518328846,0.252919863,0.266947351,0.721332713,0.184037407,0.920328725,0.655037046,0.02893716,0.023537519,0.025119439,0.026326287,0.02130689,0.015893063,0,0.459491037,0.459491037,9.2,2
4609,92491.49032,7233,32.17697923,128.3275991,0,0.828263521,0,4883.970075,0,1.178509613,17.36354391,0,0.020940493,0,44.15467693,0.562670503,0.421521731,0.335195635,0.814903397,0.291957846,0.906722972,0.658203599,0.029292006,0.028943881,0.029536475,0.024966996,0.025630501,0.019378484,0,0.044355936,0.044355936,0.076033058,7
4610,86381.44368,7297.4,35.79116928,127.6441216,0,0.822643103,0.001572235,3761.45406,0,1.01213246,18.20015588,0,0.019446282,0.00157218,42.64924907,0.538384436,0.557001545,0.321748989,0.832626771,0.315685695,0.934453975,0.550559539,0.026717885,0.026731199,0.026365427,0.021154744,0.023340836,0.015070403,0,0.027461176,0.027461176,0.076033058,7
4611,51657.69405,4546.6,20.49250355,118.9082536,0,0.773086645,0,1272.833573,0,0.638973781,10.59813094,0,0.016588305,0,41.45719352,0.593465046,0.462980282,0.680753644,0.608156028,0.080137947,0.907099992,0.642459497,0.027753554,0.028641717,0.026463834,0.028034829,0.013563244,0.01653671,0,0.108531352,0.108531352,0.076033058,7
4612,102516.5454,5014.4,40.4226386,108.0691082,0,0.907369104,0.003055251,3616.990771,0,0.998660523,15.95091125,0,0.012649571,0.002158844,43.59985559,0.508464682,0.601745169,0.274602882,0.857098965,0.419270593,0.951439457,0.571762889,0.025376298,0.025250779,0.024360497,0.020514299,0.024492566,0.011629138,0,0.422118107,0.422118107,9.2,12
4613,96438.38142,9262.5,32.25622227,109.6136056,0,0.791038671,0,7220.818641,0,1.545879786,16.26404215,0,0.027092907,0,41.07043161,0.636004409,0.593521581,0.436224879,0.688679725,0.266700585,0.929008734,0.647575312,0.026487154,0.028078376,0.028606625,0.027459279,0.022398295,0.016242673,0,0.412298358,0.412298358,9.2,5
4614,76556.86668,2230.3,29.4399185,78.3385981,0.00559118,0.872224153,0.001453075,1598.341872,0,0.675214824,9.146562577,0.002277755,0.011875926,0.001027405,43.53823234,0.594957742,0.759805186,0.234622547,0.865792866,0.190975505,0.944334623,0.490031044,0.023311435,0.021385222,0.021092168,0.017482862,0.017310966,0.011476999,0,0.228297695,0.228297695,4.6,4
4615,53421.36881,4403.4,27.48018289,117.559117,0,0.823702771,0.005116601,1259.289679,0,0.705550948,9.533699689,0,0.013366182,0.002911754,42.45467152,0.539923415,0.453521171,0.500039396,0.655588648,0.132621062,0.955782474,0.547491572,0.026568711,0.026665578,0.026729926,0.026033871,0.016725831,0.01099223,0,0.819280702,0.819280702,27.6,1
4616,94697.22553,3652.9,45.64538156,68.35767757,0.002631057,0.916202925,0.002631057,2451.52502,0,0.839647292,9.799475929,0.001518904,0.012627852,0.001518904,43.43252829,0.562589742,0.62681638,0.228189076,0.914694733,0.401542129,0.96357188,0.579047859,0.024316605,0.024503466,0.02334785,0.01585584,0.023784077,0.009294671,0,0.06097814,0.06097814,0.076033058,7
4617,103419.5702,2786.6,46.81159156,77.41269219,0,0.934191242,0.002137769,1798.471261,0,0.531730622,10.15983133,0,0.007113995,0.000814815,43.1742905,0.573457656,0.756447744,0.171357444,0.927379713,0.422704024,0.970262074,0.39168283,0.018212613,0.017048727,0.015667157,0.011993089,0.017861903,0.00603128,0,0.116148594,0.116148594,0.076033058,7
4618,80742.25819,3870.7,38.25260437,75.60975344,0,0.90913841,0,1656.956386,0,0.592720257,8.018448409,0,0.00900623,0,42.93365937,0.53339431,0.674662137,0.320260584,0.840289704,0.288676921,0.945643246,0.421943262,0.020656071,0.019128023,0.02080877,0.017863466,0.017623145,0.009697001,0,0.167186989,0.167186989,3.066666667,11
